SerialNumber,TransactionID,UserID,TransactionAmount,TransactionType,TransactionTime,TransactionDate,Location,DeviceType,MerchantCategory,CardType,IsForeignTransaction,IsHighRiskCountry,UserTransactionFrequency,AmountBefore,AmountAfter,IsFraud
174,TXN0708AE7123,USR577360,"₹4,89,318.38",Debit,15:00:30,2023-02-07,Lagos,Mobile,Travel,Prepaid,0,1,8,6611.36,-482707.02,1
175,TXN26FA20D12A,USR988673,"€9,438.94",Credit,11:57:03,2023-03-20,New York,Desktop,Luxury,Prepaid,1,1,5,4756.95,14195.89,1
176,TXN07174AE712,USR961106,"$7,912.38",Credit,11:12:16,2024-02-09,Delhi,Tablet,Retail,Debit,1,0,4,5539.49,13451.87,1
177,TXN52C865FB37,USR844597,"€6,557.41",Credit,03:16:44,2025-07-10,Dubai,Desktop,Food,Debit,0,0,9,752.31,7309.72,0
178,TXN6C8ECFFFD0,USR155215,"₹8,396.65",Debit,11:43:12,2023-12-15,Delhi,Mobile,Retail,Prepaid,0,0,8,8984.05,587.4,0
179,TXNF185DD883F,USR319715,"€8,421.07",Credit,17:32:39,2025-07-31,Lagos,Desktop,Utility,Credit,0,0,3,4972.01,13393.08,0
180,TXN7AC1A4432F,USR776632,"$1,13,447.83",Credit,17:59:05,2023-08-09,Beijing,Unknown,Food,Debit,0,0,9,9820.93,123268.76,1
181,TXN67FFE43355,USR369780,"$6,064.42",Debit,11:07:31,2024-01-11,New York,Desktop,Luxury,Credit,0,0,4,8387.71,2323.29,0
182,TXNE11A53BC75,USR436413,"₹3,645.42",Credit,06:07:34,2023-06-30,New York,Desktop,Food,Debit,0,0,9,5548.34,9193.76,0
183,TXN012FAB2F7B,USR780309,"₹9,429.99",Debit,22:31:37,2025-04-07,Delhi,Desktop,Luxury,Debit,1,0,8,463.37,-8966.62,1
184,TXNF6E4D2214F,USR314454,"€5,358.80",Credit,08:23:05,2024-02-07,Lagos,Mobile,Travel,Credit,0,0,12,1529.85,6888.65,1
185,TXND3C2A0C162,USR897420,"€4,89,901.45",Debit,10:43:55,2023-06-09,Dubai,Desktop,Utility,Credit,0,0,6,1804.18,-488097.27,1
186,TXNB7B74484EA,USR948382,"₹5,483.64",Debit,21:09:23,2024-02-17,Dubai,Tablet,Utility,Prepaid,0,0,9,1264.27,-4219.37,0
187,TXNEE7D4D8FC8,USR937220,"€5,359.09",Debit,14:10:28,2024-06-17,Dubai,Tablet,Travel,Prepaid,0,0,3,543.49,-4815.6,0
188,TXNFFF5A2B055,USR450704,"$2,55,205.87",Credit,13:17:27,2024-07-06,Lagos,Unknown,Utility,Debit,0,0,4,1558.2,256764.07,1
189,TXN694E094F8F,USR446779,"₹4,58,959.30",Debit,06:49:55,2024-12-29,Delhi,Desktop,Utility,Credit,1,0,9,8998.45,-449960.85,1
190,TXNCFBD2D963F,USR180421,"$6,588.07",Debit,20:58:46,2024-01-05,Lagos,Mobile,Retail,Debit,0,0,9,7442.9,854.83,0
191,TXNCEBCF5AC9A,USR773091,"€5,633.01",Debit,18:55:07,2023-03-22,Lagos,Unknown,Food,Credit,0,0,4,4879.13,-753.88,1
192,TXN88BE895BB9,USR607301,"₹9,961.65",Debit,08:20:14,2024-05-19,Dubai,Tablet,Retail,Prepaid,1,0,6,8849.87,-1111.78,1
193,TXN4301383ACC,USR611748,"₹7,333.13",Credit,09:02:49,2023-10-29,Tokyo,Mobile,Utility,Debit,0,0,5,2235.95,9569.08,0
194,TXN9A031CA485,USR177839,"₹4,553.06",Credit,01:42:48,2024-10-26,Delhi,Desktop,Utility,Debit,1,1,7,6644.38,11197.44,1
195,TXNCC9ADEE86D,USR585379,"$8,430.50",Debit,09:49:32,2024-05-22,Beijing,Mobile,Utility,Credit,0,0,5,1367.75,-7062.75,0
196,TXNB4835DB44B,USR282207,"₹7,735.25",Debit,23:27:37,2024-04-25,Beijing,Unknown,Retail,Prepaid,0,0,8,6526.96,-1208.29,1
197,TXN55EEEA81E2,USR114488,"₹2,31,683.02",Debit,14:04:33,2025-03-01,New York,Desktop,Luxury,Debit,1,0,4,9617.15,-222065.87,1
198,TXN1219A8D9D7,USR946436,"€7,758.73",Debit,20:55:54,2025-01-12,Tokyo,Unknown,Retail,Prepaid,1,0,4,4304.58,-3454.15,1
199,TXN557E12C374,USR699611,"€1,88,198.76",Credit,06:18:25,2025-06-20,London,Desktop,Food,Prepaid,0,0,13,8134.97,196333.73,1
200,TXNE95A992E7F,USR486905,"$9,303.18",Debit,05:25:11,2023-10-08,London,Mobile,Luxury,Prepaid,0,0,8,6551.27,-2751.91,0
201,TXNFD097A3F10,USR773604,"₹6,248.28",Credit,10:59:47,2025-04-14,Lagos,Mobile,Retail,Debit,0,0,4,326.58,6574.86,0
202,TXNACAFC3088E,USR316613,"€1,863.82",Debit,19:31:27,2024-07-24,Delhi,Mobile,Retail,Debit,0,0,8,5675.07,3811.25,0
203,TXN92B1BEFF3A,USR681793,₹880.56,Credit,07:23:41,2025-04-05,Tokyo,Tablet,Utility,Debit,0,0,5,3214.99,4095.55,0
204,TXN5AF6D1F67E,USR345055,"₹7,581.88",Debit,11:44:22,2025-02-09,New York,Tablet,Food,Prepaid,1,0,4,7874.34,292.46,1
205,TXN995A7B38D4,USR637557,"€1,108.71",Credit,13:30:34,2023-01-31,London,Desktop,Travel,Debit,1,0,12,653.69,1762.4,1
206,TXN06AA24F2D7,USR608228,"₹3,437.86",Debit,06:32:07,2023-02-23,Tokyo,Tablet,Utility,Debit,0,0,5,4796.3,1358.44,0
207,TXNDA2CD368C2,USR758323,"€4,88,431.60",Credit,19:31:59,2023-01-31,Beijing,Unknown,Travel,Credit,0,0,5,2052.41,490484.01,1
208,TXNFF42324BB5,USR684258,"₹4,694.84",Debit,17:55:03,2025-07-05,Delhi,Mobile,Luxury,Prepaid,1,0,6,3038.35,-1656.49,1
209,TXN5E6D06CA28,USR258075,"€7,677.70",Credit,01:57:45,2023-06-27,London,Unknown,Retail,Debit,0,0,5,2406.23,10083.93,1
210,TXN4AD4B986FB,USR671299,"€9,271.73",Debit,04:05:03,2023-12-13,Dubai,Tablet,Utility,Debit,0,0,5,5210.3,-4061.43,0
211,TXNFBB4BC0D23,USR717662,"€8,479.40",Debit,12:25:24,2023-07-22,Lagos,Tablet,Travel,Debit,0,0,7,8177.96,-301.44,0
212,TXN5885C6A755,USR360163,"$6,811.04",Debit,21:56:24,2024-12-23,Tokyo,Desktop,Utility,Credit,0,0,12,9260.09,2449.05,1
213,TXN876F7C4A36,USR443842,"₹2,705.89",Credit,07:51:15,2023-11-16,Delhi,Tablet,Food,Prepaid,0,0,4,3512.53,6218.42,0
214,TXN643574CE82,USR498005,"₹6,742.99",Debit,08:41:22,2023-04-09,London,Desktop,Retail,Credit,0,0,5,9405.98,2662.99,0
215,TXNA0305AAEFE,USR608479,"$3,615.86",Debit,16:23:18,2023-04-19,New York,Unknown,Utility,Credit,0,1,4,9504.43,5888.57,1
216,TXNB99CD7AFDF,USR235580,"₹9,318.16",Debit,06:28:48,2023-05-31,Delhi,Desktop,Travel,Prepaid,0,1,8,7043.9,-2274.26,1
217,TXNFAB733F2C9,USR491660,"€5,558.12",Debit,04:01:08,2025-02-08,Dubai,Mobile,Retail,Debit,1,1,8,1964.46,-3593.66,1
218,TXND85CA25E10,USR842632,"€4,67,902.91",Debit,17:41:44,2023-03-20,New York,Unknown,Retail,Prepaid,0,0,8,7338.76,-460564.15,1
219,TXNA06463770C,USR345583,"$1,228.17",Credit,22:50:19,2023-03-28,Beijing,Unknown,Food,Prepaid,0,1,6,1838.74,3066.91,1
220,TXN7A5FA85180,USR751782,"€4,345.93",Debit,19:35:04,2023-08-31,New York,Desktop,Retail,Debit,0,0,12,508.7,-3837.23,1
221,TXNA1A5397543,USR970005,"€3,702.28",Credit,00:13:01,2024-05-18,Beijing,Mobile,Travel,Prepaid,0,1,6,9012.31,12714.59,1
222,TXN3201E6412D,USR298766,"₹6,693.58",Debit,08:23:14,2024-10-26,Dubai,Desktop,Retail,Credit,0,0,9,5624.46,-1069.12,0
223,TXN9933FD0D5B,USR893072,"$5,883.53",Debit,12:35:53,2023-07-07,Lagos,Desktop,Utility,Prepaid,0,0,10,7174.8,1291.27,0
224,TXN5F33414BF1,USR619712,"€2,219.54",Credit,19:01:06,2024-08-25,Delhi,Desktop,Utility,Prepaid,1,0,8,6693.25,8912.79,1
225,TXN34BEBFF66D,USR560684,"₹5,650.77",Debit,00:08:06,2024-11-24,Lagos,Tablet,Utility,Debit,1,0,5,9609.1,3958.33,1
226,TXN0BF5AB4FFF,USR152223,"$5,593.61",Credit,01:18:43,2023-04-15,New York,Desktop,Food,Prepaid,1,0,8,2725.61,8319.22,1
227,TXNA1EED6ABA7,USR209150,"€6,593.50",Debit,09:07:13,2025-03-18,New York,Unknown,Travel,Prepaid,0,0,8,4856.34,-1737.16,1
228,TXN8833196203,USR470412,"₹6,302.41",Credit,07:07:51,2024-02-15,Lagos,Mobile,Luxury,Debit,0,0,7,6456.29,12758.7,0
229,TXNCDC09478B5,USR883473,"$2,043.90",Credit,23:55:21,2025-05-12,Beijing,Mobile,Food,Prepaid,0,0,9,5350.23,7394.13,0
230,TXN724B25AC39,USR777765,"₹1,477.62",Debit,01:49:00,2023-01-07,Beijing,Mobile,Utility,Credit,0,0,8,3945.13,2467.51,0
231,TXNF6439EED3B,USR997529,"€6,227.75",Debit,19:40:23,2023-07-13,Dubai,Tablet,Luxury,Debit,0,0,9,3145.71,-3082.04,0
232,TXNC4629CD813,USR269757,"€7,247.10",Credit,07:42:28,2023-12-04,Delhi,Mobile,Travel,Credit,0,0,6,6614.61,13861.71,0
233,TXNC93898B03E,USR517306,"$4,396.73",Debit,03:23:16,2023-05-03,Tokyo,Tablet,Luxury,Prepaid,1,0,8,2355.16,-2041.57,1
234,TXN7B63070494,USR931542,"$3,092.17",Debit,21:16:39,2023-11-10,Tokyo,Mobile,Utility,Debit,0,0,8,9203.3,6111.13,0
235,TXN8A29ABA145,USR744039,"$4,525.43",Credit,07:50:39,2023-12-13,Delhi,Unknown,Retail,Credit,0,0,8,4897.63,9423.06,1
236,TXN3CB94C5E2A,USR785492,"$4,925.90",Credit,20:00:09,2024-01-17,Tokyo,Desktop,Utility,Credit,0,0,5,5057.21,9983.11,0
237,TXN21D635CC7E,USR818669,"₹7,548.06",Debit,07:22:03,2024-08-29,Delhi,Mobile,Utility,Prepaid,0,0,11,1125.33,-6422.73,1
238,TXN5D9EC407C9,USR822910,"$4,828.50",Debit,20:58:04,2023-10-08,Beijing,Unknown,Food,Credit,0,0,9,5509.73,681.23,1
239,TXN66139E0801,USR326648,"₹2,73,127.93",Debit,19:08:46,2023-04-22,Lagos,Mobile,Travel,Credit,0,1,9,6363.46,-266764.47,1
240,TXNE89DBF9333,USR651539,"$2,497.45",Debit,00:46:05,2024-07-16,Beijing,Desktop,Luxury,Credit,1,0,7,9727.27,7229.82,1
241,TXN7034B09CC9,USR543553,"€1,774.37",Debit,10:24:06,2024-05-18,Delhi,Desktop,Food,Prepaid,0,0,3,2107.31,332.94,0
242,TXNC3CBA32C16,USR342886,"$1,56,285.21",Debit,23:52:42,2024-12-30,New York,Unknown,Utility,Prepaid,0,0,6,8556.18,-147729.03,1
243,TXNF3EDA4F899,USR139913,"€9,845.23",Credit,23:43:52,2023-12-18,Beijing,Unknown,Luxury,Credit,0,0,8,3389.7,13234.93,1
244,TXN39D75C1C77,USR616787,"$4,869.93",Debit,12:47:16,2023-10-30,Dubai,Desktop,Travel,Credit,1,0,11,4599.46,-270.47,1
245,TXN2934C33F6D,USR217224,"₹6,736.59",Debit,23:08:03,2023-01-24,Beijing,Desktop,Food,Credit,0,0,11,9946.36,3209.77,1
246,TXN4C0452C199,USR969496,$469.54,Debit,06:47:42,2024-06-20,Dubai,Desktop,Utility,Prepaid,0,0,8,7590.02,7120.48,0
247,TXN933F318DA0,USR882949,"€2,11,836.10",Debit,13:15:07,2023-11-12,Delhi,Mobile,Utility,Prepaid,0,0,8,9409.25,-202426.85,1
248,TXN02690DD4EA,USR969622,"₹3,497.99",Debit,06:41:41,2023-12-30,Lagos,Unknown,Travel,Credit,0,0,3,2201.97,-1296.02,1
249,TXN896BB6D93D,USR442828,"$2,91,261.77",Credit,14:17:22,2024-07-03,Tokyo,Unknown,Retail,Credit,0,0,5,7617.54,298879.31,1
250,TXN3C4C9D25E8,USR370393,"€1,16,006.46",Credit,00:48:05,2024-09-16,Tokyo,Desktop,Travel,Credit,0,1,10,6485.48,122491.94,1
251,TXN1A87BDBFDF,USR557715,"€6,063.71",Debit,16:04:41,2024-07-30,Tokyo,Mobile,Retail,Prepaid,0,1,8,9433.91,3370.2,1
252,TXN499AE5FF68,USR665051,"$3,003.82",Debit,20:48:00,2024-11-27,Tokyo,Tablet,Luxury,Prepaid,1,0,7,109.54,-2894.28,1
253,TXN2BF5A0BD0A,USR908048,"₹5,140.65",Debit,23:58:03,2023-07-10,New York,Mobile,Food,Credit,0,0,9,4182.85,-957.799999999999,0
254,TXNF2E7694595,USR356823,"₹7,649.72",Credit,08:32:26,2023-05-11,London,Desktop,Utility,Credit,0,0,4,7334.99,14984.71,0
255,TXN2DF09BCDA4,USR401268,"₹3,054.17",Debit,16:12:17,2023-11-14,New York,Desktop,Luxury,Prepaid,0,1,8,7525.39,4471.22,1
256,TXNA89C23219B,USR605472,"$4,526.11",Debit,20:10:55,2023-02-09,Dubai,Tablet,Retail,Prepaid,0,0,8,5673.88,1147.77,0
257,TXN77A8A98CD0,USR607963,$798.32,Credit,19:07:16,2024-04-22,Tokyo,Tablet,Luxury,Debit,0,0,5,8801.67,9599.99,0
258,TXN18028406BA,USR142349,"$1,76,228.60",Debit,18:19:58,2023-06-27,Delhi,Tablet,Luxury,Prepaid,0,1,5,5356.15,-170872.45,1
259,TXN881A3BF4A9,USR510138,"€6,038.86",Credit,03:24:30,2024-12-18,Tokyo,Desktop,Utility,Debit,0,0,8,9484.51,15523.37,0
260,TXN3B7FA338F1,USR450283,"$7,285.07",Credit,16:58:20,2025-06-26,New York,Unknown,Utility,Prepaid,0,0,7,9826.15,17111.22,1
261,TXN99307FEF8C,USR318925,"€1,291.59",Debit,06:25:24,2025-02-02,Dubai,Unknown,Travel,Debit,1,0,7,9148.46,7856.87,1
262,TXN9B72AB6CA6,USR569454,"₹2,990.44",Debit,05:32:38,2024-02-20,Tokyo,Unknown,Food,Debit,0,0,11,4815.6,1825.16,1
263,TXN3ADC1D6B6C,USR307821,"€9,921.63",Credit,13:05:23,2025-07-07,New York,Tablet,Retail,Prepaid,0,0,5,1135.63,11057.26,0
264,TXNBE65206174,USR603708,$825.37,Debit,17:34:54,2024-09-20,London,Desktop,Luxury,Prepaid,0,1,10,7285.77,6460.4,1
265,TXNA64864C83F,USR953412,"$7,721.39",Debit,12:34:08,2024-06-15,Lagos,Unknown,Retail,Credit,1,0,7,794.24,-6927.15,1
266,TXNB4E84883FE,USR343322,"$7,586.12",Debit,18:08:35,2023-06-06,Tokyo,Desktop,Luxury,Prepaid,0,0,8,8194.72,608.6,0
267,TXN7DE99E9AE2,USR493505,"₹8,769.50",Credit,08:13:50,2024-05-16,New York,Unknown,Retail,Credit,0,0,10,4050.67,12820.17,1
268,TXNC72284599F,USR915489,₹567.29,Debit,03:38:45,2023-12-11,Tokyo,Desktop,Utility,Debit,0,0,6,3005.17,2437.88,0
269,TXN21C91137F2,USR992062,"$1,747.99",Credit,11:12:35,2025-07-10,London,Unknown,Utility,Prepaid,0,0,7,143.73,1891.72,1
270,TXN501806C97E,USR339577,"₹3,078.23",Debit,21:12:52,2024-02-02,Tokyo,Unknown,Food,Prepaid,0,0,11,9013.0,5934.77,1
271,TXN8BB9C91454,USR454704,"€3,04,455.51",Debit,14:00:42,2024-09-16,Beijing,Tablet,Luxury,Credit,0,0,4,9780.06,-294675.45,1
272,TXN41216542FD,USR870587,"$5,716.31",Credit,16:44:32,2025-05-29,Delhi,Unknown,Luxury,Credit,1,0,6,6144.97,11861.28,1
273,TXN7B4D157C3A,USR780325,"₹3,55,502.39",Debit,13:53:40,2023-03-14,Tokyo,Tablet,Retail,Debit,0,0,10,8965.55,-346536.84,1
274,TXNA749882EB8,USR605119,₹547.86,Credit,15:57:03,2025-04-01,Lagos,Tablet,Luxury,Prepaid,0,0,4,9038.02,9585.88,0
275,TXN4912CB8D8C,USR127856,"€3,64,674.82",Debit,04:49:20,2023-08-28,Beijing,Tablet,Food,Prepaid,0,0,5,1949.97,-362724.85,1
276,TXN8DB7A1C47E,USR754931,"₹3,422.82",Debit,07:25:45,2025-04-20,Lagos,Mobile,Luxury,Credit,0,0,10,9586.78,6163.96,0
277,TXNBEDD71AC27,USR560940,"$8,025.79",Debit,15:28:15,2025-07-06,London,Desktop,Food,Credit,0,0,6,2855.61,-5170.18,0
278,TXNF4AE4A3B13,USR165501,"₹9,533.99",Credit,05:27:32,2024-12-31,Tokyo,Desktop,Luxury,Debit,0,1,6,5453.76,14987.75,1
279,TXN5BE8FF91BA,USR302361,"₹5,919.24",Credit,00:56:19,2023-11-05,Dubai,Mobile,Utility,Credit,0,0,2,3585.32,9504.56,0
280,TXNB18BCCF1A9,USR573258,"₹8,314.70",Debit,20:16:39,2024-05-26,Lagos,Mobile,Retail,Credit,0,0,4,2895.61,-5419.09,0
281,TXN2D877B7539,USR763284,"₹3,961.95",Debit,08:00:00,2024-02-22,Dubai,Desktop,Retail,Debit,0,0,6,580.27,-3381.68,0
282,TXN0C7D365815,USR438920,"$9,955.02",Credit,20:25:20,2023-08-24,Delhi,Mobile,Food,Debit,0,0,6,4853.28,14808.3,0
283,TXNE45837E2EC,USR331537,"€7,027.81",Credit,14:31:58,2023-09-07,Beijing,Desktop,Utility,Debit,0,0,6,6716.14,13743.95,0
284,TXNE5D3B6D04F,USR459231,"₹1,166.65",Credit,07:19:26,2023-07-07,Tokyo,Desktop,Travel,Prepaid,0,0,6,8520.99,9687.64,0
285,TXN2D7BA34FF7,USR850792,"€6,741.49",Debit,17:41:00,2024-01-05,New York,Desktop,Retail,Credit,0,0,11,568.12,-6173.37,1
286,TXN9FCF6BE4A2,USR756482,"$6,741.87",Debit,22:11:53,2023-06-02,Tokyo,Tablet,Utility,Prepaid,0,0,12,9738.85,2996.98,1
287,TXN0658662B4E,USR933743,"₹5,847.84",Credit,15:47:29,2025-03-27,Dubai,Unknown,Retail,Credit,0,0,6,3859.95,9707.79,1
288,TXN2346979CDD,USR860742,"₹4,884.08",Debit,07:01:54,2024-02-03,Tokyo,Desktop,Luxury,Credit,1,0,7,7975.19,3091.11,1
289,TXN69AA804A70,USR900553,$182.65,Debit,07:58:36,2024-10-02,Dubai,Tablet,Utility,Prepaid,0,0,6,1050.1,867.45,0
290,TXN370A38128D,USR581268,"€2,033.06",Debit,14:05:56,2024-10-10,Tokyo,Desktop,Travel,Credit,0,0,12,9704.39,7671.33,1
291,TXND04B34A5A4,USR671185,"₹7,494.24",Debit,11:25:48,2023-09-14,New York,Mobile,Travel,Credit,0,0,4,2427.6,-5066.64,0
292,TXNCA234F2632,USR770836,₹523.88,Debit,06:59:34,2025-05-19,Lagos,Unknown,Food,Debit,0,0,2,4466.65,3942.77,1
293,TXNFE7D700FFA,USR258021,"₹7,396.74",Debit,17:14:03,2023-11-13,Beijing,Tablet,Retail,Credit,0,0,13,6555.26,-841.48,1
294,TXN10A02232B2,USR345120,"₹3,02,601.26",Debit,20:42:02,2023-11-22,Beijing,Tablet,Travel,Debit,0,0,9,9312.47,-293288.79,1
295,TXNFA8DFB5F57,USR469803,"₹2,989.16",Debit,20:39:00,2024-03-10,Lagos,Tablet,Travel,Debit,1,0,8,7898.3,4909.14,1
296,TXN186318530E,USR576515,"$8,128.17",Credit,01:17:22,2024-04-29,Beijing,Desktop,Retail,Debit,0,0,7,8678.54,16806.71,0
297,TXNAEDE9C5BD1,USR147704,"€2,97,461.11",Credit,06:52:53,2023-10-18,Dubai,Desktop,Travel,Debit,0,0,7,3588.34,301049.45,1
298,TXN6A4F6E1F25,USR485793,"€1,402.05",Debit,21:34:03,2023-02-19,London,Unknown,Food,Credit,0,1,6,378.42,-1023.63,1
299,TXN8C43DE79E7,USR603449,"€7,324.52",Debit,04:07:47,2024-01-24,Delhi,Tablet,Utility,Debit,0,0,12,4752.52,-2572.0,1
300,TXNCBE22CA978,USR924457,"₹5,242.85",Credit,23:09:58,2023-08-25,Dubai,Mobile,Food,Debit,0,0,8,6388.48,11631.33,0
301,TXN93DE9BC05C,USR335507,"₹9,180.01",Debit,17:22:01,2025-06-04,Lagos,Mobile,Utility,Debit,0,0,6,8620.17,-559.84,0
302,TXN11E2F10DBE,USR413066,"₹7,914.86",Credit,14:33:19,2025-02-08,Beijing,Unknown,Retail,Credit,0,0,7,2689.32,10604.18,1
303,TXN70056AB10B,USR874554,"₹5,983.64",Debit,06:15:52,2025-01-30,Beijing,Desktop,Utility,Credit,1,0,10,1747.94,-4235.7,1
304,TXN314976030F,USR191242,"₹4,09,482.19",Debit,01:35:10,2024-04-22,New York,Tablet,Travel,Debit,0,0,7,6538.94,-402943.25,1
305,TXN65F3C8141F,USR840905,"€4,365.95",Debit,03:36:05,2024-05-14,London,Mobile,Travel,Debit,0,0,9,952.93,-3413.02,0
306,TXNDF8B209B51,USR251812,"₹1,994.27",Debit,22:11:36,2025-05-21,London,Unknown,Utility,Prepaid,0,0,6,7196.37,5202.1,1
307,TXN9F1764F031,USR630205,"₹3,157.13",Credit,22:15:00,2024-05-12,Beijing,Desktop,Retail,Prepaid,0,0,9,464.86,3621.99,0
308,TXNFE084B037D,USR187727,"$4,51,209.45",Debit,16:13:09,2024-01-09,Delhi,Tablet,Retail,Debit,1,0,8,6308.91,-444900.54,1
309,TXN10F9578BA6,USR228966,"€6,780.69",Debit,00:26:31,2025-06-11,Tokyo,Desktop,Utility,Prepaid,1,0,8,2995.59,-3785.1,1
310,TXN9DD81EDFA7,USR641371,"€1,808.90",Debit,14:33:14,2024-02-10,Lagos,Mobile,Food,Prepaid,1,0,9,3183.37,1374.47,1
311,TXN27E30BED8B,USR109219,"€8,975.91",Debit,00:12:09,2025-01-09,Lagos,Unknown,Retail,Prepaid,0,0,6,5550.79,-3425.12,1
312,TXN5BAAB8E77B,USR774137,"₹5,145.94",Debit,17:13:34,2024-08-01,London,Unknown,Utility,Debit,0,0,7,8524.18,3378.24,1
313,TXNCF25B4E229,USR839992,"€1,747.98",Debit,12:41:27,2025-01-17,Dubai,Mobile,Food,Prepaid,0,0,5,2694.82,946.84,0
314,TXNADAA95FD08,USR492207,"$4,566.59",Credit,09:04:31,2023-09-21,Tokyo,Desktop,Food,Credit,0,0,10,4523.54,9090.13,0
315,TXN6CA9FF8273,USR973977,"$7,928.85",Credit,02:12:21,2023-12-17,Tokyo,Mobile,Luxury,Prepaid,0,0,13,5128.12,13056.97,1
316,TXN246C6BDA8A,USR566277,"$8,691.62",Debit,16:47:04,2025-05-25,London,Unknown,Utility,Credit,0,0,9,7284.4,-1407.22,1
317,TXNFA79E50341,USR713732,"₹3,723.46",Debit,21:13:29,2025-01-01,London,Desktop,Luxury,Debit,0,0,11,7562.45,3838.99,1
318,TXN30D478CC6D,USR443631,"€5,897.98",Credit,00:04:46,2023-11-29,Lagos,Desktop,Retail,Credit,0,0,4,7185.83,13083.81,0
319,TXND7BC2002CF,USR831621,"$3,932.91",Credit,07:27:51,2024-03-10,Tokyo,Tablet,Retail,Debit,0,0,9,7990.23,11923.14,0
320,TXND7044341AA,USR652907,"₹2,769.47",Credit,17:10:01,2024-07-26,Dubai,Tablet,Luxury,Debit,0,0,3,6827.03,9596.5,0
321,TXNF9A7D850F0,USR779498,"$4,574.40",Debit,03:05:16,2025-03-20,Beijing,Desktop,Utility,Debit,0,0,10,9007.28,4432.88,0
322,TXNC7930BBFAA,USR439232,"₹1,350.83",Credit,00:12:30,2025-02-12,Delhi,Desktop,Luxury,Debit,0,0,6,2927.18,4278.01,0
323,TXN1880D7D52C,USR618945,"$7,037.94",Debit,13:32:55,2024-11-05,Tokyo,Mobile,Travel,Credit,0,0,8,4867.09,-2170.85,0
324,TXND19F2E8E7B,USR613155,"€8,464.34",Credit,09:29:18,2024-10-30,London,Unknown,Retail,Debit,0,0,13,9109.36,17573.7,1
325,TXNB48FD28469,USR343376,"₹3,34,911.92",Debit,09:02:01,2024-06-18,Delhi,Unknown,Luxury,Credit,0,0,7,9969.57,-324942.35,1
326,TXN6D00B60FCA,USR839985,"$2,81,164.38",Credit,06:43:36,2025-03-10,Delhi,Desktop,Retail,Prepaid,0,0,5,6824.22,287988.6,1
327,TXN0DD5C5262B,USR958147,"€4,266.93",Debit,14:20:18,2024-02-08,New York,Mobile,Food,Debit,0,0,4,7751.42,3484.49,0
328,TXN91B42498F4,USR699918,"€1,488.30",Credit,11:59:16,2025-03-21,Delhi,Mobile,Food,Credit,0,0,7,6854.22,8342.52,0
329,TXN1C3DA42D48,USR322935,"₹8,302.36",Credit,17:13:33,2023-11-28,Tokyo,Unknown,Food,Credit,0,0,9,9923.97,18226.33,1
330,TXN8176B27D25,USR352843,"$5,280.14",Credit,03:43:24,2025-01-19,New York,Desktop,Retail,Prepaid,0,0,11,219.71,5499.85,1
331,TXN61E3121AAD,USR835817,"$9,530.69",Debit,23:57:47,2025-07-02,Lagos,Desktop,Travel,Debit,0,0,9,2110.94,-7419.75,0
332,TXN86BF7B1166,USR528281,"₹3,996.97",Debit,06:08:46,2023-11-01,London,Desktop,Food,Credit,0,0,4,180.1,-3816.87,0
333,TXN4EC27801D1,USR876805,"€4,069.06",Debit,00:41:53,2023-06-15,New York,Desktop,Luxury,Credit,0,0,7,8166.44,4097.38,0
334,TXNB2AD443029,USR469403,"$3,956.69",Debit,03:35:38,2024-10-24,Lagos,Desktop,Travel,Prepaid,0,0,3,2965.89,-990.8,0
335,TXNF88915F1EF,USR474670,"€2,91,842.81",Debit,06:07:49,2023-01-12,Delhi,Unknown,Luxury,Debit,0,0,4,5158.58,-286684.23,1
336,TXN58D79F6FCD,USR569165,₹501.21,Debit,10:26:54,2023-01-01,New York,Unknown,Luxury,Prepaid,0,0,7,3826.75,3325.54,1
337,TXND23F1AA77B,USR551721,"₹1,367.38",Debit,08:41:13,2024-02-14,Dubai,Desktop,Food,Credit,0,0,7,3902.45,2535.07,0
338,TXNEA09DADF3F,USR973490,"€2,389.19",Debit,10:52:16,2023-06-27,Beijing,Unknown,Travel,Prepaid,1,0,11,2246.76,-142.43,1
339,TXN6E85AA16A4,USR900455,"€3,767.04",Debit,04:40:07,2023-04-17,Dubai,Desktop,Food,Prepaid,0,0,5,6993.55,3226.51,0
340,TXN24344E7AA9,USR513845,"€9,321.23",Debit,20:52:59,2024-06-13,Beijing,Desktop,Retail,Prepaid,1,0,9,1331.26,-7989.97,1
341,TXN329264F689,USR415595,"₹1,260.61",Debit,19:51:49,2023-08-03,Lagos,Tablet,Food,Debit,0,0,11,1050.92,-209.69,1
342,TXND4BB62AA03,USR232197,"₹2,734.60",Debit,15:00:23,2023-11-14,New York,Desktop,Travel,Prepaid,1,0,8,1671.13,-1063.47,1
343,TXN4DE10B7969,USR547196,"€8,811.05",Debit,11:41:38,2024-02-23,Beijing,Tablet,Luxury,Debit,0,0,11,9851.37,1040.32,1
344,TXN215B87D084,USR274694,"₹9,690.42",Credit,23:53:53,2023-09-14,Beijing,Tablet,Retail,Debit,0,0,8,313.33,10003.75,0
345,TXN47ABE44B96,USR366279,"$5,186.58",Debit,13:22:06,2023-05-10,Beijing,Mobile,Food,Debit,0,1,8,1964.68,-3221.9,1
346,TXN2F91576B61,USR799473,"₹8,709.80",Credit,22:13:29,2025-06-21,Beijing,Unknown,Travel,Credit,0,0,6,8463.13,17172.93,1
